Variable,Definition,Source,Unit,Type,Values,"Comment	"
name,botanical name,The Plant List,na,text,na,na
abb,abbreviation of species name,na,na,text,na,na
lifeform,lifeform following Raunkjaer,Ellenberg et al. 2001,na,text,H = Hemicryptohyte; T = Therophyte; P = Phanerophyte; N = Rest,Nanonphanerophytes were defined as P and Thp as T
growth,growth form,FloraWeb,na,text,na,na
f,Ellenberg F value,Ellenberg et al. 2001,na,float,na,na
n,Ellenberg N value,Ellenberg et al. 2001,na,float,na,na
typ,typical species for certain habitat type,na,na,text,na,"see file ""data_raw_target_vegetation"""
