Variable,Definition,Source,Unit,Type,Values,"Comment	"
name,botanical name,The Plant List,na,text,taxonomic names,na
abb,abbreviation of species name,na,na,text,na,na
Numbers,Ids of plots,na,na,float,na,1-45 = Negative reference 2014; 46-90 = Restored plots in 2014; 91-135 = Restored plots in 2016
